,label,text,words
865,0,a bigger holiday downer than your end-of-year 401 ( k ) statement . ,13
866,1,throwing it all away for the fleeting joys of love's brief moment . ,13
867,1, . . . a good if not entirely fresh look at war . ,13
868,1,noyce films it more as a shocking history lesson than as drama . ,13
869,1,a moving tale of love and destruction in unexpected places unexamined lives . ,13
870,1,birthday girl is an amusing joy ride with some surprisingly violent moments . ,13
871,1,this sci-fi techno-sex thriller starts out bizarre and just keeps getting weirder . ,13
872,0,'unfaithful' cheats on itself and retreats to comfortable territory . too bad . ,13
873,0,the exploitative  clumsily staged violence overshadows everything  including most of the actors . ,13
874,0,ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substance,13
875,1,poignant if familiar story of a young person suspended between two cultures . ,13
876,0,those unfamiliar with mormon traditions may find the singles ward occasionally bewildering . ,13
877,1,don't expect any surprises in this checklist of teamwork cliches . . . ,13
878,1,a damn fine and a truly distinctive and a deeply pertinent film . ,13
879,0,the basic premise is intriguing but quickly becomes distasteful and downright creepy . ,13
880,1,performances are potent  and the women's stories are ably intercut and involving . ,13
881,1,it's a square  sentimental drama that satisfies  as comfort food often can . ,13
882,1, . . . manages to deliver a fair bit of vampire fun . ,13
883,1,humorous  artsy  and even cute  in an off-kilter  dark  vaguely disturbing way . ,13
884,1,though not for everyone  the guys is a somber trip worth taking . ,13
885,1," "" the turntable is now outselling the electric guitar . . . "" ",13
886,1,an appealingly juvenile trifle that delivers its share of laughs and smiles . ,13
887,0,everything that's worthwhile about collision course can already be seen on television . ,13
888,0,feels less like it's about teenagers  than it was written by teenagers . ,13
889,0,displays the potential for a better movie than what bailly manages to deliver,13
890,0,breen's script is sketchy with actorish notations on the margin of acting . ,13
891,1,hayek is stunning as frida and . . . a star-making project . ,13
892,1,if borstal boy isn't especially realistic  it is an engaging nostalgia piece . ,13
893,1,the best film about baseball to hit theaters since field of dreams . ,13
894,0,it's surprisingly bland despite the heavy doses of weird performances and direction . ,13
895,0,the film is hampered by its predictable plot and paper-thin supporting characters . ,13
896,0,a clumsily manufactured exploitation flick  a style-free exercise in manipulation and mayhem . ,13
897,1,a wonderfully warm human drama that remains vividly in memory long after viewing,13
898,0,adam sandler's eight crazy nights grows on you -- like a rash . ,13
899,1, . . . begins on a high note and sustains it beautifully . ,13
900,0,you might be shocked to discover that seinfeld's real life is boring . ,13
901,0,nothing more than a stifling morality tale dressed up in peekaboo clothing . ,13
902,1,in imax in short  it's just as wonderful on the big screen . ,13
903,0,a bore that tends to hammer home every one of its points . ,13
904,1,huston nails both the glad-handing and the choking sense of hollow despair . ,13
905,1,a solid and refined piece of moviemaking imbued with passion and attitude . ,13
906,1,if it's not entirely memorable  the movie is certainly easy to watch . ,13
907,1,yeah these flicks are just that damn good . isn't it great ? ,13
908,0,it's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,13
909,0,the iditarod lasts for days - this just felt like it did . ,13
910,1,tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth . ,13
911,1,one of the more intelligent children's movies to hit theaters this year . ,13
912,1,the film sparkles with the the wisdom and humor of its subjects . ,13
913,1,it's a day at the beach -- with air conditioning and popcorn . ,13
914,0,this movie is about lying  cheating  but loving the friends you betray . ,13
915,1,happy times maintains an appealing veneer without becoming too cute about it . ,13
916,1,confessions is without a doubt a memorable directorial debut from king hunk . ,13
917,0,it's probably not easy to make such a worthless film . . . ,13
918,1,much smarter and more attentive than it first sets out to be . ,13
919,0,when you resurrect a dead man  hard copy should come a-knocking  no ? ,13
920,0,the actors are appealing  but elysian fields is idiotic and absurdly sentimental . ,13
921,1,there's a wickedly subversive bent to the best parts of birthday girl . ,13
922,1,a yarn that respects the marvel version without becoming ensnared by it . ,13
923,1,the film jolts the laughs from the audience--as if by cattle prod . ,13
924,0,as original and insightful as last week's episode of behind the music . ,13
925,1,a smart steamy mix of road movie coming-of-age story and political satire . ,13
926,1, . . . a gleefully grungy  hilariously wicked black comedy . . . ,13
927,1,baran is shockingly devoid of your typical majid majidi shoe-loving  crippled children . ,13
928,1,there's something about a marching band that gets me where i live . ,13
929,0,this is more a case of 'sacre bleu ! ' than 'magnifique' . ,13
930,1,a thoughtful look at a painful incident that made headlines in 1995 . ,13
931,0,"debut effort by "" project greenlight "" winner is sappy and amateurish . ",13
932,1,as chilling and fascinating as philippe mora's modern hitler-study  snide and prejudice . ,13
933,0,worthless  from its pseudo-rock-video opening to the idiocy of its last frames . ,13
934,0,if you liked the 1982 film then  you'll still like it now . ,13
935,1,ms . fulford-wierzbicki is almost spooky in her sulky calculating lolita turn . ,13
936,0,an ambitiously naturalistic  albeit half-baked  drama about an abused  inner-city autistic teen . ,13
937,1,the sword fighting is well done and auteuil is a goofy pleasure . ,13
938,0,fans of so-bad-they're-good cinema may find some fun in this jumbled mess . ,13
939,0,this story of unrequited love doesn't sustain interest beyond the first half-hour . ,13
940,0,what happens when something goes bump in the night and nobody cares ? ,13
941,0,from beginning to end  this overheated melodrama plays like a student film . ,13
942,0,britney's performance cannot be faulted . lucy's a dull girl  that's all . ,13
943,0,i can analyze this movie in three words : thumbs friggin' down . ,13
944,1,this isn't exactly profound cinema  but it's good-natured and sometimes quite funny . ,13
945,0,the movie's biggest offense is its complete and utter lack of tension . ,13
946,0," "" juwanna mann ? "" no thanks . wewannour money back  actually . ",13
947,0,despite some strong performances  never rises above the level of a telanovela . ,13
948,0,the movie fails to live up to the sum of its parts . ,13
949,0,while the mystery unravels  the characters respond by hitting on each other . ,13
950,1,both a successful adaptation and an enjoyable film in its own right . ,13
951,1,the dangerous lives of altar boys' take on adolescence feels painfully true . ,13
952,0,a big meal of cliches that the talented cast generally chokes on . ,13
953,0,the piano teacher  like its title character  is repellantly out of control . ,13
954,1,a compelling allegory about the last days of germany's democratic weimar republic . ,13
955,1,unfolds in a series of achronological vignettes whose cumulative effect is chilling . ,13
956,0, . . . another example of how sandler is losing his touch . ,13
957,1,evelyn's strong cast and surehanded direction make for a winning  heartwarming yarn . ,13
958,1,steers  in his feature film debut  has created a brilliant motion picture . ,13
959,1,as hugh grant says repeatedly throughout the movie 'lovely ! brilliant ! ',13
960,0,a bland  obnoxious 88-minute infomercial for universal studios and its ancillary products . ,13
961,1,same song second verse coulda been better but it coulda been worse . ,13
962,1,"enjoy it for what it is , you can hate yourself later . ",13
963,1,holm . . . embodies the character with an effortlessly regal charisma . ,13
964,0,scene-by-scene  things happen  but you'd be hard-pressed to say what or why . ,13
965,0,i watched the brainless insanity of no such thing with mounting disbelief . ,13
966,1,travels a fascinating arc from hope and euphoria to reality and disillusionment . ,13
967,0,fails to satisfactorily exploit its gender politics  genre thrills or inherent humor . ,13
968,0,has little on its mind aside from scoring points with drag gags . ,13
969,0,unfortunately the story and the actors are served with a hack script . ,13
970,1,film can't quite maintain its initial momentum  but remains sporadically funny throughout . ,13
971,0,equilibrium the movie  as opposed to the manifesto  is really  really stupid . ,13
972,1,a film with contemporary political resonance illustrated by a winning family story . ,13
973,0," "" an entire film about researchers quietly reading dusty old letters . "" ",13
974,1,visually engrossing  seldom hammy  honorably mexican and burns its kahlories with conviction . ,13
975,0,bears is even worse than i imagined a movie ever could be . ,13
976,1,you have enough finely tuned acting to compensate for the movie's failings . ,13
977,0,this is a poster movie  a mediocre tribute to films like them ! ,13
978,1,a romantic comedy enriched by a sharp eye for manners and mores . ,13
979,1,miyazaki is one of world cinema's most wondrously gifted artists and storytellers . ,13
980,0,by the time the surprise ending is revealed  interest cannot be revived . ,13
981,1,if you're part of her targeted audience  you'll cheer . otherwise  maybe . ,13
982,0,a plodding look at the french revolution through the eyes of aristocrats . ,13
983,1,the rare imax movie that you'll wish was longer than an hour . ,13
984,0,stinks from start to finish  like a wet burlap sack of gloom . ,13
985,0," "" sorority boys "" was funnier  and that movie was pretty bad . ",13
986,1,on its own  big trouble could be considered a funny little film . ,13
987,0,it's hard to believe that something so short could be so flabby . ,13
988,0,the characters  cast in impossibly contrived situations  are totally estranged from reality . ,13
989,1,the simplicity of the way home has few equals this side of aesop,13
990,1,there is a subversive element to this disney cartoon providing unexpected fizzability . ,13
991,1,like a veteran head cutter  barbershop is tuned in to its community . ,13
992,1,interesting both as a historical study and as a tragic love story . ,13
993,1,you'll get the enjoyable basic minimum . but not a whit more . ,13
994,1,performances all around are tops  with the two leads delivering oscar-caliber performances . ,13
995,0,an easy watch  except for the annoying demeanour of its lead character . ,13
996,0,safe conduct  however ambitious and well-intentioned  fails to hit the entertainment bull's-eye . ,13
997,1,it's fascinating to see how bettany and mcdowell play off each other . ,13
998,0,with or without ballast tanks  k-19 sinks to a harrison ford low . ,13
999,0,mattei is tiresomely grave and long-winded  as if circularity itself indicated profundity . ,13
1000,0,it's a terrible movie in every regard  and utterly painful to watch . ,13
1001,0,clare peploe's airless movie adaptation could use a little american pie-like irreverence . ,13
1002,0,upper west sidey exercise in narcissism and self-congratulation disguised as a tribute . ,13
1003,0,shows moments of promise but ultimately succumbs to cliches and pat storytelling . ,13
1004,1,a solid cast  assured direction and complete lack of modern day irony . ,13
1005,0,like its title character  esther kahn is unusual but unfortunately also irritating . ,13
1006,1,vibrantly colored and beautifully designed  metropolis is a feast for the eyes . ,13
1007,0,in moonlight mile  no one gets shut out of the hug cycle . ,13
1008,0,skillful as he is  mr . shyamalan is undone by his pretensions . ,13
1009,1,exposing the ways we fool ourselves is one hour photo's real strength . ,13
1010,0,more busy than exciting  more frantic than involving  more chaotic than entertaining . ,13
1011,1,smart and alert  thirteen conversations about one thing is a small gem . ,13
1012,1,[a] smarter and much funnier version of the old police academy flicks . ,13
1013,1,far more successful  if considerably less ambitious  than last year's kubrick-meets-spielberg exercise . ,13
1014,0,quick : who wants to see a comedy about shoddy airport security ? ,13
1015,1,it's funny and human and really pretty damned wonderful  all at once . ,13
1016,0,characters wander into predictably treacherous situations even though they should know better . ,13
1017,1, . . . quite good at providing some good old fashioned spooks . ,13
1018,0,this isn't even madonna's swept away . this is her blue lagoon . ,13
1019,0,always destined to be measured against anthony asquith's acclaimed 1952 screen adaptation . ,13
1020,0,the last three narcissists left on earth compete for each others' affections . ,13
1021,0,there's an epic here  but you have to put it together yourself . ,13
1022,1,a fast paced and suspenseful argentinian thriller about the shadow side of play . ,14
1023,1,passion  melodrama  sorrow  laugther  and tears cascade over the screen effortlessly . . . ,14
1024,0,"the stunt work is top-notch , the dialogue and drama often food-spittingly funny . ",14
1025,0,a movie in which laughter and self-exploitation merge into jolly soft-porn 'empowerment . ',14
1026,0,lucky break is perfectly inoffensive and harmless  but it's also drab and inert . ,14
1027,0,just like every other seagal movie  only louder and without that silly ponytail . ,14
1028,0,a real clunker . a well-made  thoughtful  well-acted clunker  but a clunker nonetheless . ,14
1029,1,arteta paints a picture of lives lived in a state of quiet desperation . ,14
1030,0,it's best to avoid imprisonment with the dull  nerdy folks that inhabit cherish . ,14
1031,0,falsehoods pile up  undermining the movie's reality and stifling its creator's comic voice . ,14
1032,0,sweet home alabama certainly won't be remembered as one of [witherspoon's] better films . ,14
1033,1,the film boasts dry humor and jarring shocks  plus moments of breathtaking mystery . ,14
1034,0,far-fetched premise  convoluted plot  and thematic mumbo jumbo about destiny and redemptive love . ,14
1035,0,borrows from other movies like it in the most ordinary and obvious fashion . ,14
1036,1,an energetic and engaging film that never pretends to be something it isn't . ,14
1037,0,the problematic characters and overly convenient plot twists foul up shum's good intentions . ,14
1038,1,i'm not generally a fan of vegetables but this batch is pretty cute . ,14
1039,0,rainy days and movies about the disintegration of families always get me down . ,14
1040,0,so devoid of pleasure or sensuality that it cannot even be dubbed hedonistic . ,14
1041,0, . . . what a banal bore the preachy circuit turns out to be,14
1042,1,an experience so engrossing it is like being buried in a new environment . ,14
1043,0,ends up offering nothing more than the latest schwarzenegger or stallone flick would . ,14
1044,0,oedekerk mugs mercilessly  and the genuinely funny jokes are few and far between . ,14
1045,1,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going . ,14
1046,1,it's a great american adventure and a wonderful film to bring to imax . ,14
1047,1,an indispensable peek at the art and the agony of making people laugh . ,14
1048,0,i've seen some bad singer-turned actors  but lil bow wow takes the cake . ,14
1049,1,'estupendamente actuada  sumamente emotiva y profundamente humana  es una experiencia f�lmica imposible de olvidar',14
1050,1,in some ways  lagaan is quintessential bollywood . except it's much  much better . ,14
1051,1,while [roman coppola] scores points for style  he staggers in terms of story . ,14
1052,1,scott delivers a terrific performance in this fascinating portrait of a modern lothario . ,14
1053,1,this charming  thought-provoking new york fest of life and love has its rewards . ,14
1054,0,this bond film goes off the beaten path  not necessarily for the better . ,14
1055,0,the entire movie is about a boring  sad man being boring and sad . ,14
1056,0,a poky and pseudo-serious exercise in sham actor workshops and an affected malaise . ,14
1057,1,what doesn't this film have that an impressionable kid couldn't stand to hear ? ,14
1058,0,devoid of any of the qualities that made the first film so special . ,14
1059,0,it's sincere to a fault  but  unfortunately  not very compelling or much fun . ,14
1060,1,an ideal love story for those intolerant of the more common saccharine genre . ,14
1061,1,a charming and funny story of clashing cultures and a clashing mother/daughter relationship . ,14
1062,1,holy mad maniac in a mask splat-man ! good old-fashioned slash-and-hack is back ! ,14
1063,1,"it may not be "" last tango in paris "" but . . . ",14
1064,1,the casting of von sydow . . . is itself intacto's luckiest stroke . ,14
1065,0,it appears that something has been lost in the translation to the screen . ,14
1066,1,what's really so appealing about the characters is their resemblance to everyday children . ,14
1067,1,[majidi] makes us think twice about immigrants we see around us every day . ,14
1068,0,the story alone could force you to scratch a hole in your head . ,14
1069,1,in its own floundering way  it gets to you . just like igby . ,14
1070,0,the ill-conceived modern-day ending falls flat where it should deliver a moral punch . ,14
1071,1,the funny thing is i didn't mind all this contrived nonsense a bit . ,14
1072,1,if the real-life story is genuinely inspirational  the movie stirs us as well . ,14
1073,0,a culture clash comedy only half as clever as it thinks it is . ,14
1074,0,full of the kind of obnoxious chitchat that only self-aware neurotics engage in . ,14
1075,1,"my wife's plotting is nothing special , it's the delivery that matters here . ",14
1076,1,you might not buy the ideas . but you'll definitely want the t-shirt . ,14
1077,0,bisset delivers a game performance  but she is unable to save the movie . ,14
1078,1,it is a testament of quiet endurance of common concern of reconciled survival . ,14
1079,0,the latest vapid actor's exercise to appropriate the structure of arthur schnitzler's reigen . ,14
1080,1,may be the most undeserving victim of critical overkill since town and country . ,14
1081,1,a very good film sits in the place where a masterpiece should be . ,14
1082,0,the problem is that for the most part  the film is deadly dull . ,14
1083,1,occasionally funny always very colorful and enjoyably overblown in the traditional almod�var style . ,14
1084,1,look this is a terrific flick replete with dazzling camera-work dancing and music . ,14
1085,0,such a fine idea for a film  and such a stultifying  lifeless execution . ,14
1086,0,this slender plot feels especially thin stretched over the nearly 80-minute running time . ,14
1087,0,the people in abc africa are treated as docile  mostly wordless ethnographic extras . ,14
1088,1,an idealistic love story that brings out the latent 15-year-old romantic in everyone . ,14
1089,1,simultaneously heart-breaking and very funny the last kiss is really all about performances . ,14
1090,1,tian emphasizes the isolation of these characters by confining color to liyan's backyard . ,14
1091,1,es divertida visualmente espectacular y muy entretenida . simple y sencillamente te sorprender� . ,14
1092,1,from the dull  surreal ache of mortal awareness emerges a radiant character portrait . ,14
1093,1,has a certain ghoulish fascination and generates a fair amount of b-movie excitement . ,14
1094,0,"clayburgh and tambor are charming performers , neither of them deserves eric schaeffer . ",14
1095,1,succeeds only because bullock and grant were made to share the silver screen . ,14
1096,1,this submarine drama earns the right to be favorably compared to das boot . ,14
1097,1,it's jagger's bone-dry  mournfully brittle delivery that gives the film its bittersweet bite . ,14
1098,1,good performances and a realistic  non-exploitive approach make paid in full worth seeing . ,14
1099,0,new yorkers always seem to find the oddest places to dwell . . . ,14
1100,1,it's a terrific american sports movie and dennis quaid is its athletic heart . ,14
1101,1,wonderful fencing scenes and an exciting plot make this an eminently engrossing film . ,14
1102,0,the title's lameness should clue you in on how bad the movie is . ,14
1103,1,a pure participatory event that malnourished intellectuals will gulp down in a frenzy . ,14
1104,1,brutally honest and told with humor and poignancy  which makes its message resonate . ,14
1105,1,the story that emerges has elements of romance  tragedy and even silent-movie comedy . ,14
1106,1,a psychological thriller with a smart script and an obsessive-compulsive's attention to detail . ,14
1107,1,against all odds in heaven and hell it creeped me out just fine . ,14
1108,1,a sly female empowerment movie  although not in a way anyone would expect . ,14
1109,0,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,14
1110,0,it's a pedestrian  flat drama that screams out 'amateur' in almost every frame . ,14
1111,0,a movie like the guys is why film criticism can be considered work . ,14
1112,0,no amount of burning  blasting  stabbing  and shooting can hide a weak script . ,14
1113,1,life on the rez is no picnic : this picture shows you why . ,14
1114,1,not as good as the full monty  but a really strong second effort . ,14
1115,1,cho continues her exploration of the outer limits of raunch with considerable brio . ,14
1116,1,on its own staggeringly unoriginal terms  this gender-bending comedy is generally quite funny . ,14
1117,1,a hallmark film in an increasingly important film industry and worth the look . ,14
1118,0,seagal ran out of movies years ago  and this is just the proof . ,14
1119,0,none of the characters or plot-lines are fleshed-out enough to build any interest . ,14
1120,1,an intimate good-humored ethnic comedy like numerous others but cuts deeper than expected . ,14
1121,0,an awful movie that will only satisfy the most emotionally malleable of filmgoers . ,14
1122,1,a chilly  brooding but quietly resonant psychological study of domestic tension and unhappiness . ,14
1123,1,[broomfield] uncovers a story powerful enough to leave the screen sizzling with intrigue . ,14
1124,0,not just unlikable . disturbing . disgusting . without any redeeming value whatsoever . ,14
1125,1,excellent performances from jacqueline bisset and martha plimpton grace this deeply touching melodrama . ,14
1126,0,its appeal will probably limited to lds church members and undemanding armchair tourists . ,14
1127,0,outer-space buffs might love this film  but others will find its pleasures intermittent . ,14
1128,1,we get an image of big papa spanning history  rather than suspending it . ,14
1129,0,none of this is half as moving as the filmmakers seem to think . ,14
1130,1,it's a good film -- not a classic but odd entertaining and authentic . ,14
1131,1,ozpetek's effort has the scope and shape of an especially well-executed television movie . ,14
1132,1,a confident richly acted emotionally devastating piece of work and 2002's first great film,14
1133,1,by no means a great movie but it is a refreshingly forthright one . ,14
1134,1,much of what we see is horrible but it's also undeniably exceedingly clever . ,14
1135,1,longley has constructed a remarkably coherent horrifically vivid snapshot of those turbulent days . ,14
1136,0,it smacks of purely commercial motivation  with no great love for the original . ,14
1137,0,the problem with the bread  my sweet is that it's far too sentimental . ,14
1138,0,there's no real reason to see it  and no real reason not to . ,14
1139,1,flawed but worthy look at life in u . s . relocation camps . ,14
1140,1,barney has created a tour de force that is weird wacky and wonderful . ,14
1141,0,movie fans  get ready to take off . . . the other direction . ,14
1142,0,everything was as superficial as the forced new jersey lowbrow accent uma had . ,14
1143,1,this is mostly well-constructed fluff  which is all it seems intended to be . ,14
1144,0,the title helpfully offers the most succinct review of it you'll read anywhere . ,14
1145,1,a lively and engaging examination of how similar obsessions can dominate a family . ,14
1146,0,this 72-minute film does have some exciting scenes  but it's a tad slow . ,14
1147,1,a passionately inquisitive film determined to uncover the truth and hopefully inspire action . ,14
1148,1,it arrives with an impeccable pedigree  mongrel pep  and almost indecipherable plot complications . ,14
1149,0,like leafing through an album of photos accompanied by the sketchiest of captions . ,14
1150,1,offers the flash of rock videos fused with solid performances and eerie atmosphere . ,14
1151,1,imagine a scenario where bergman approaches swedish fatalism using gary larson's far side humor,14
1152,0,suffers from unlikable characters and a self-conscious sense of its own quirky hipness . ,14
1153,1,the slam-bang superheroics are kinetic enough to engross even the most antsy youngsters . ,14
1154,0,the scriptwriters are no less a menace to society than the film's characters . ,14
1155,0,ah  the travails of metropolitan life ! alas  another breathless movie about same ! ,14
1156,0,uzumaki's interesting social parallel and defiant aesthetic seems a prostituted muse . . . ,14
1157,0,it uses the pain and violence of war as background material for color . ,14
1158,1,sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,14
1159,0,the movie is almost completely lacking in suspense  surprise and consistent emotional conviction . ,14
1160,1,will grab your children by the imagination and amaze them and amuse them . ,14
1161,1,this gorgeous epic is guaranteed to lift the spirits of the whole family . ,14
1162,1,directors brett morgen and nanette burstein have put together a bold biographical fantasia . ,14
1163,0,co-writer/director jonathan parker's attempts to fashion a brazil-like  hyper-real satire fall dreadfully short . ,14
1164,1,this flick is about as cool and crowd-pleasing as a documentary can get . ,14
1165,0,mr . goyer's loose  unaccountable direction is technically sophisticated in the worst way . ,14
1166,0,if looking for a thrilling sci-fi cinematic ride  don't settle for this imposter . ,14
1167,0,the balkans provide the obstacle course for the love of a good woman . ,14
1168,0,narc can only remind us of brilliant crime dramas without becoming one itself . ,14
1169,1,if you're in the mood for a bollywood film here's one for you . ,14
1170,1,an artful intelligent film that stays within the confines of a well-established genre . ,14
1171,1,this charming but slight tale has warmth  wit and interesting characters compassionately portrayed . ,14
1172,0,at least it's a fairly impressive debut from the director  charles stone iii . ,14
1173,0,director clare kilner's debut is never as daft as it should have been . ,14
1174,1,call this the full monty on ice  the underdog sports team formula redux . ,14
1175,0,less dizzying than just dizzy  the jaunt is practically over before it begins . ,14
1176,0,i could have used my two hours better watching being john malkovich again . ,14
1177,0,george  hire a real director and good writers for the next installment  please . ,14
1178,1,from blushing to gushing---imamura squirts the screen in �warm water under a red bridge',14
1179,0,been there  done that . . . a thousand times already  and better . ,14
1180,1,this big screen caper has a good bark  far from being a bow-wow . ,14
1181,1,too sincere to exploit its subjects and too honest to manipulate its audience . ,14
1182,0,a cumbersome and cliche-ridden movie greased with every emotional device known to man . ,14
1183,0,the movie is gorgeously made  but it is also somewhat shallow and art-conscious . ,14
1184,0,more successful at relating history than in creating an emotionally complex  dramatically satisfying heroine,14
1185,0,what was subtle and mystifying in the novella is now broad and farcical . ,14
1186,1,for a debut film  skin of man  heart of beast feels unusually assured . ,14
1187,1,by the standards of knucklehead swill  the hot chick is pretty damned funny . ,14
1188,0,my precious new star wars movie is a lumbering  wheezy drag . . . ,14
1189,1,an affectionately goofy satire that's unafraid to throw elbows when necessary . . . ,14
1190,1,a moody horror/thriller elevated by deft staging and the director's well-known narrative gamesmanship . ,14
1191,0,adam sandler is to gary cooper what a gnat is to a racehorse . ,14
1192,0,less a study in madness or love than a study in schoolgirl obsession . ,14
1193,1,ramsay and morton fill this character study with poetic force and buoyant feeling . ,14
1194,1,it manages to squeeze by on angelina jolie's surprising flair for self-deprecating comedy . ,14
1195,0,it's mildly sentimental  unabashedly consumerist . . . studiously inoffensive and completely disposable . ,14
1196,0,a great ensemble cast can't lift this heartfelt enterprise out of the familiar . ,14
1197,0,a strong first quarter  slightly less so second quarter  and average second half . ,14
1198,1, . . . could easily be called the best korean film of 2002 . ,14
1199,0,curling may be a unique sport but men with brooms is distinctly ordinary . ,14
1200,0,it's almost as if it's an elaborate dare more than a full-blooded film . ,14
1201,1,this is a film well worth seeing talking and singing heads and all . ,14
1202,0,eccentric enough to stave off doldrums  caruso's self-conscious debut is also eminently forgettable . ,14
1203,1,a film in a class with spike lee's masterful do the right thing . ,14
1204,1,merchant effectively translates naipaul's lively mix of characters from the page to screen . ,14
1205,1,less cinematically powerful than quietly and deeply moving  which is powerful in itself . ,14
1206,1,solid lump-in-the-throat family entertainment that derives its power by sticking to the facts . ,14
1207,0,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,14
1208,1,a thriller made from a completist's checklist rather than with a cultist's passion . ,14
1209,1,a romantic comedy that operates by the rules of its own self-contained universe . ,14
1210,1,thanks to ice cube  benjamins feels an awful lot like friday in miami . ,14
1211,1,the perfect film for those who like sick comedies that can be snide . ,14
1212,1,elegant and eloquent [meditation] on death and that most elusive of passions  love . ,14
1213,1,if nothing else this movie introduces a promising unusual kind of psychological horror . ,14
1214,0,seems like something american and european gay movies were doing 20 years ago . ,14
1215,0,i felt trapped and with no obvious escape for the entire 100 minutes . ,14
1216,1,as tricky and satisfying as any of david mamet's airless cinematic shell games . ,14
1217,0, . . . the sum of the parts equals largely a confused mediocrity . ,14
1218,0,you can tell almost immediately that welcome to collinwood isn't going to jell . ,14
1219,1,morvern callar confirms lynne ramsay as an important  original talent in international cinema . ,14
1220,0,so boring that even its target audience talked all the way through it . ,14
1221,0,the latest adam sandler assault and possibly the worst film of the year . ,14
1222,0,merchant hasn't directed this movie so much as produced it -- like sausage . ,14
1223,0,thirty years ago  it would have been groundbreaking . now it's just tired . ,14
1224,1,entirely suspenseful  extremely well-paced and ultimately . . . dare i say  entertaining ! ,14
1225,1,for those in search of something different  wendigo is a genuinely bone-chilling tale . ,14
1226,1,a sad superior human comedy played out on the back roads of life . ,14
1227,0,william shatner  as a pompous professor  is the sole bright spot . . . ,14
1228,1,may not be a breakthrough in filmmaking  but it is unwavering and arresting . ,14
1229,0,cheap  vulgar dialogue and a plot that crawls along at a snail's pace . ,14
1230,1,provides an intriguing window into the imagination and hermetic analysis of todd solondz . ,14
1231,0,a road trip that will get you thinking  'are we there yet ? ',14
1232,1,fine acting but there is no sense of connecting the dots just dots . ,14
1233,0,i highly recommend irwin  but not in the way this film showcases him . ,14
1234,0,if there's a heaven for bad movies  deuces wild is on its way . ,14
1235,0,more likely to have you scratching your head than hiding under your seat . ,14
1236,1,the film tunes into a grief that could lead a man across centuries . ,14
1237,1,just about the best straight-up  old-school horror film of the last 15 years . ,14
1238,1,the story  once it gets rolling  is nothing short of a great one . ,14
1239,1,the movie is not as terrible as the synergistic impulse that created it . ,14
1240,0,[seems] even more uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels . ,14
1241,1,it sends you away a believer again and quite cheered at just that . ,14
1242,0,fear dot com is so rambling and disconnected it never builds any suspense . ,14
1243,0,a cautionary tale about the folly of superficiality that is itself endlessly superficial . ,14
1244,1,a heartbreakingly thoughtful minor classic  the work of a genuine and singular artist . ,14
1245,0,aptly named  this shimmering  beautifully costumed and filmed production doesn't work for me . ,14
1246,0,the waterlogged script plumbs uncharted depths of stupidity  incoherence and sub-sophomoric sexual banter . ,14
1247,1,"it's the sweet cinderella story that "" pretty woman "" wanted to be . ",14
1248,1,this is pretty dicey material . but some unexpected zigs and zags help . ,14
1249,1,all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure . ,14
1250,0, . . . an incredibly heavy-handed  manipulative dud that feels all too familiar . ,14
1251,1,together writer-director danny verete's three tales comprise a powerful and reasonably fulfilling gestalt . ,14
1252,0,john leguizamo may be a dramatic actor -- just not in this movie . ,14
1253,0,a painfully slow cliche-ridden film filled with more holes than clyde barrow's car . ,14
1254,1,several degrees shy of the gross-out contests one expects from current teen fare . ,14
1255,0,a film of empty  fetishistic violence in which murder is casual and fun . ,14
1256,1,an uncluttered resonant gem that relays its universal points without lectures or confrontations . ,14
1257,1,one of the year's best films  featuring an oscar-worthy performance by julianne moore . ,14
1258,0,anemic chronicle of money grubbing new yorkers and their serial loveless hook ups . ,14
1259,1,for movie lovers as well as opera lovers tosca is a real treat . ,14
1260,1,10 minutes into the film you'll be white-knuckled and unable to look away . ,14
1261,0,taken as a whole  the tuxedo doesn't add up to a whole lot . ,14
1262,0,it's not hateful . it's simply stupid  irrelevant and deeply  truly  bottomlessly cynical . ,14
1263,0,done in mostly by a weak script that can't support the epic treatment . ,14
1264,0,instead of hiding pinocchio from critics  miramax should have hidden it from everyone . ,14
1265,0,it's so laddish and juvenile  only teenage boys could possibly find it funny . ,14
1266,1,in visual fertility treasure planet rivals the top japanese animations of recent vintage . ,14
1267,0,hill looks to be going through the motions  beginning with the pale script . ,14
1268,0,this 90-minute dud could pass for mike tyson's e ! true hollywood story . ,14
1269,0,eisenstein lacks considerable brio for a film about one of cinema's directorial giants . ,14
1270,1,k-19 : the widowmaker is derivative overlong and bombastic -- yet surprisingly entertaining . ,14
1271,1,captures the raw comic energy of one of our most flamboyant female comics . ,14
1272,0,although it tries to be much more  it's really just another major league . ,14
1273,0,it's another stale  kill-by-numbers flick  complete with blade-thin characters and terrible  pun-laden dialogue . ,14
