label,text,words
1,birthday girl doesn't try to surprise us with plot twists  but rather seems to enjoy its own transparency . ,19
0,this movie is maddening . it conveys a simple message in a visual style that is willfully overwrought . ,19
1,led by griffin's smartly nuanced performance and enthusiasm the cast has a lot of fun with the material . ,19
0,one thing is for sure : this movie does not tell you a whole lot about lily chou-chou . ,19
1,the picture's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed . ,19
0,feels like nothing quite so much as a middle-aged moviemaker's attempt to surround himself with beautiful  half-naked women . ,19
0,what more can be expected from a college comedy that's target audience hasn't graduated from junior high school ? ,19
1,there's absolutely no reason why blue crush  a late-summer surfer girl entry  should be as entertaining as it is,19
0,an artful yet depressing film that makes a melodramatic mountain out of the molehill of a missing bike . ,19
0,though frida is easier to swallow than julie taymor's preposterous titus  the eye candy here lacks considerable brio . ,19
1,your response to its new sequel  analyze that  may hinge on what you thought of the first film . ,19
0, . . . its stupidities wind up sticking in one's mind a lot more than the cool bits . ,19
0,it doesn't quite work  but there's enough here to make us look forward to the russos' next offering . ,19
1,what it lacks in originality it makes up for in effective if cheap moments of fright and dread . ,19
1,captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head . ,19
0,festers in just such a dungpile that you'd swear you were watching monkeys flinging their feces at you . ,19
1,great performances  stylish cinematography and a gritty feel help make gangster no . 1 a worthwhile moviegoing experience . ,19
1,both garcia and jagger turn in perfectly executed and wonderfully sympathetic characters  who are alternately touching and funny . ,19
0,partly a schmaltzy  by-the-numbers romantic comedy  partly a shallow rumination on the emptiness of success -- and entirely soulless . ,20
1," "" extreme ops "" exceeds expectations . good fun good action good acting good dialogue good pace good cinematography . ",20
1, a thought-provoking look at how western foreign policy - however well intentioned - can wreak havoc in other cultures . ,20
0,seeing as the film lacks momentum and its position remains mostly undeterminable  the director's experiment is a successful one . ,20
0,unspeakable  of course  barely begins to describe the plot and its complications . vulgar is too optimistic a title . ,20
1,a properly spooky film about the power of spirits to influence us whether we believe in them or not . ,20
0,depicts the sorriest and most sordid of human behavior on the screen  then laughs at how clever it's being . ,20
1,the film's 45-minute running time stops shy of overkill though viewers may be more exhausted than the athletes onscreen . ,20
0,sheridan . . . smoothes over sources of conflict that could have lent the film a bit more depth . ,20
0,watching it is rather like viewing a long soap opera in which only the first episode was any good . ,20
1,though filmed partly in canada  paid in full has clever ways of capturing inner-city life during the reagan years . ,20
0,what should have been a cutting hollywood satire is instead about as fresh as last week's issue of variety . ,20
1,a brilliant gag at the expense of those who paid for it and those who pay to see it . ,20
0,it's slow -- very  very slow . it's not the ultimate depression-era gangster movie . that's pure pr hype . ,20
0,this is not one of the movies you'd want to watch if you only had a week to live . ,20
1,cedar takes a very open-minded approach to this sensitive material showing impressive control both visually and in the writing . ,20
1,the journey is worth your time  especially if you have ellen pompeo sitting next to you for the ride . ,20
1,could have been crisper and punchier  but it's likely to please audiences who like movies that demand four hankies . ,20
0,this follow-up seems so similar to the 1953 disney classic that it makes one long for a geriatric peter . ,20
1,with so many bad romances out there  this is the kind of movie that deserves a chance to shine . ,20
0,hard as this may be to believe  here on earth  a surprisingly similar teen drama  was a better film . ,20
0,the lousy lead performances . . . keep the movie from ever reaching the comic heights it obviously desired . ,20
1,despite its title punch-drunk love is never heavy-handed . the jabs it employs are short carefully placed and dead-center . ,20
1,in the long  dishonorable history of quickie teen-pop exploitation  like mike stands out for its only partly synthetic decency . ,20
1,sandra nettelbeck beautifully orchestrates the transformation of the chilly neurotic and self-absorbed martha as her heart begins to open . ,20
1,like mike is a harmlessly na?ve slice of b-ball fantasy  fit for filling in during the real nba's off-season . ,20
1,adams  with four scriptwriters  takes care with the characters  who are so believable that you feel what they feel . ,20
0,without a fresh infusion of creativity  4ever is neither a promise nor a threat so much as wishful thinking . ,20
0,swinging  the film makes it seem  is not a hobby that attracts the young and fit . or intelligent . ,20
0,just how extreme are these ops ? i regret to report that these ops are just not extreme enough . ,20
1,the limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie . ,20
0,a film that presents an interesting  even sexy premise then ruins itself with too many contrivances and goofy situations . ,20
1,will certainly appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about . ,20
1,by surrounding us with hyper-artificiality  haynes makes us see familiar issues  like racism and homophobia  in a fresh way . ,20
0,everybody loves a david and goliath story  and this one is told almost entirely from david's point of view . ,20
0,shatner is probably the funniest person in the film  which gives you an idea just how bad it was . ,20
1,precocious smarter-than-thou wayward teen struggles to rebel against his oppressive  right-wing  propriety-obsessed family . anyone else seen this before ? ,20
1,with an admirably dark first script by brent hanley  paxton  making his directorial feature debut  does strong  measured work . ,20
0,human nature  in short  isn't nearly as funny as it thinks it is neither is it as smart . ,20
0,full of witless jokes  dealing in broad stereotypes and outrageously unbelievable scenarios  and saddled with a general air of misogyny,20
0,the whole affair  true story or not  feels incredibly hokey . . . [it] comes off like a hallmark commercial . ,21
0,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race . ,21
1,once again director jackson strikes a rewarding balance between emotion on the human scale and action/effects on the spectacular scale . ,21
0,the only entertainment you'll derive from this choppy and sloppy affair will be from unintentional giggles ? several of them . ,21
1,lovingly photographed in the manner of a golden book sprung to life  stuart little 2 manages sweetness largely without stickiness . ,21
0,lazily directed by charles stone iii . . . from a leaden script by matthew cirulnick and novelist thulani davis . ,21
1,"the subtle strength of "" elling "" is that it never loses touch with the reality of the grim situation . ",21
1,the climactic events are so well realized that you may forget all about the original conflict  just like the movie does,21
0,first  for a movie that tries to be smart  it's kinda dumb . and second  what's with all the shooting ? ,21
0,all the amped-up tony hawk-style stunts and thrashing rap-metal can't disguise the fact that  really  we've been here  done that . ,21
0,memorable for a peculiar malaise that renders its tension flaccid and  by extension  its surprises limp and its resolutions ritual . ,21
1,if you love the music  and i do  its hard to imagine having more fun watching a documentary . . . ,21
0,do not  under any circumstances  consider taking a child younger than middle school age to this wallow in crude humor . ,21
0,the first hour is tedious though ford and neeson capably hold our interest  but its just not a thrilling movie . ,21
0,enough is not a bad movie  just mediocre . the performances are so overstated  the effect comes off as self-parody . ,21
0,when the fire burns out  we've only come face-to-face with a couple dragons and that's where the film ultimately fails . ,21
1,"while not as aggressively impressive as its american counterpart "" in the bedroom "" moretti's film makes its own quieter observations",21
1,the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths . ,21
0,it's the humanizing stuff that will probably sink the film for anyone who doesn't think about percentages all day long . ,21
0,the images are usually abbreviated in favor of mushy obviousness and telegraphed pathos  particularly where whitaker's misfit artist is concerned . ,21
0,the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull . ,21
0,as is most commonly case with projects such noble and lofty ambitions  the film is less poetic than simply pretentious . ,21
0,"a gushy episode of "" m * a * s * h "" only this time from an asian perspective . ",21
1, . . . strips bible stores of the potential for sanctimoniousness  making them meaningful for both kids and church-wary adults . ,21
0,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy . ,21
0,a subtle variation on i spit on your grave in which our purported heroine pathologically avenges a hatred for men . ,21
1,the film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people . ,21
0,has no reason to exist  other than to employ hollywood kids and people who owe favors to their famous parents . ,21
0,it's better than the phantom menace . but unless you're an absolute raving star wars junkie  it isn't much fun . ,21
0,yet another movie which presumes that high school social groups are at war  let alone conscious of each other's existence . ,21
0,it's difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks . ,21
0,the film never gets over its own investment in conventional arrangements  in terms of love  age  gender  race  and class . ,21
0,sheridan's take on the author's schoolboy memoir . . . is a rather toothless take on a hard young life . ,21
1,brian tufano's handsome widescreen photography and paul grabowsky's excellent music turn this fairly parochial melodrama into something really rather special . ,21
1,the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm,21
1,a compassionate  moving portrait of an american ( and an america ) always reaching for something just outside his grasp . ,21
0,the sinister inspiration that fuelled devito's early work is confused in death to smoochy into something both ugly and mindless . ,21
1,one of the smarter offerings the horror genre has produced in recent memory  even if it's far tamer than advertised . ,21
1,while obviously aimed at kids  the country bears . . . should keep parents amused with its low groan-to-guffaw ratio . ,21
0,"the only thing "" swept away "" is the one hour and thirty-three minutes spent watching this waste of time . ",21
0,one-sided documentary offers simplistic explanations to a very complex situation . . . . stylistically  the movie is a disaster . ,21
1,steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate manhattan denizens--especially the a * * holes . ,21
0,the actors pull out all the stops in nearly every scene  but to diminishing effect . the characters never change . ,21
0,comes across as a relic from a bygone era  and its convolutions . . . feel silly rather than plausible . ,21
1, . . . a story  an old and scary one  about the monsters we make  and the vengeance they take . ,21
1,polanski has found the perfect material with which to address his own world war ii experience in his signature style . ,21
0,so earnest and well-meaning  and so stocked with talent  that you almost forget the sheer  ponderous awfulness of its script . ,21
0,trouble every day is a success in some sense  but it's hard to like a film so cold and dead . ,21
1,it's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,21
1,for devotees of french cinema safe conduct is so rich with period minutiae it's like dying and going to celluloid heaven . ,22
0,there must be an audience that enjoys the friday series  but i wouldn't be interested in knowing any of them personally . ,22
0,possession is in the end an honorable  interesting failure . it falls far short of poetry  but it's not bad prose . ,22
1,we've seen the hippie-turned-yuppie plot before  but there's an enthusiastic charm in <i ? fire that makes the formula fresh again . ,22
0,the film's implicit premise is that the faith of the tonga people is in every way inferior to that of john . ,22
0,if you think it's a riot to see rob schneider in a young woman's clothes  then you'll enjoy the hot chick . ,22
1,makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran's borderlands . ,22
0,one key problem with these ardently christian storylines is that there is never any question of how things will turn out . ,22
1,you might not want to hang out with samantha but you'll probably see a bit of yourself in her unfinished story . ,22
0,everything in maid in manhattan is exceedingly pleasant  designed not to offend . it goes down easy  leaving virtually no aftertaste . ,22
1,with tightly organized efficiency numerous flashbacks and a constant edge of tension miller's film is one of 2002's involvingly adult surprises . ,22
1," "" the dangerous lives of altar boys "" has flaws  but it also has humor and heart and very talented young actors",22
0,with lines that feel like long soliloquies -- even as they are being framed in conversation -- max is static  stilted . ,22
0,the boys' sparring  like the succession of blows dumped on guei  wears down the story's more cerebral  and likable  plot elements . ,22
1,where janice beard falters in its recycled aspects  implausibility  and sags in pace  it rises in its courageousness  and comedic employment . ,22
1,dogtown & z-boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean . ,22
1,between them  de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season . ,22
1,seems based on ugly ideas instead of ugly behavior  as happiness was . . . hence  storytelling is far more appealing . ,22
1,uses sharp humor and insight into human nature to examine class conflict adolescent yearning the roots of friendship and sexual identity . ,22
0,did no one on the set have a sense of humor  or did they not have the nerve to speak up ? ,22
1,the aaa of action  xxx is a blast of adrenalin  rated eee for excitement . and vin diesel is the man . ,22
1,the farcical elements seemed too pat and familiar to hold my interest  yet its diverting grim message is a good one . ,22
0,the filmmakers know how to please the eye  but it is not always the prettiest pictures that tell the best story . ,22
0,once the audience figure out what's being said  the filmmaker's relative passivity will make it tough for them to really care . ,22
0,what's next ? rob schneider  dana carvey and sarah michelle gellar in the philadelphia story ? david spade as citizen kane ? ,22
1,it's the best film of the year so far the benchmark against which all other best picture contenders should be measured . ,22
0,barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull . ,22
0,klein  charming in comedies like american pie and dead-on in election  delivers one of the saddest action hero performances ever witnessed . ,22
0,the irwins' scenes are fascinating the movie as a whole is cheap junk and an insult to their death-defying efforts . ,22
1,the kind of movie that comes along only occasionally  one so unconventional  gutsy and perfectly executed it takes your breath away . ,22
0,without a strong script and energetic acting  dogma films can produce the same sleep-inducing effects as watching your neighbor's home videos . ,22
1,a vivid  spicy footnote to history  and a movie that grips and holds you in rapt attention from start to finish . ,22
0,a boring  wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater . ,22
1,if you come from a family that eats meddles argues laughs kibbitzes and fights together then go see this delightful comedy . ,22
0,to say this was done better in wilder's some like it hot is like saying the sun rises in the east . ,22
0,the film is surprisingly well-directed by brett ratner  who keeps things moving well -- at least until the problematic third act . ,22
0,has all the values of a straight-to-video movie  but because it has a bigger-name cast  it gets a full theatrical release . ,22
0,the intent is almost exactly the same [as the full monty] . all that's missing is the spontaneity  originality and delight . ,22
1,astonishingly skillful and moving . . . it could become a historically significant work as well as a masterfully made one . ,22
0,wendigo wants to be a monster movie for the art-house crowd  but it falls into the trap of pretention almost every time . ,23
0,the plot is plastered with one hollywood cliche after another  most of which involve precocious kids getting the better of obnoxious adults . ,23
0,it's all pretty tame . the most offensive thing about the movie is that hollywood expects people to pay to see it . ,23
1," "" antwone fisher "" is an earnest by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking . ",23
1,"ultimately "" mib ii "" succeeds due to its rapid-fire delivery and enough inspired levity that it can't be dismissed as mindless . ",23
0,leaves us wondering less about its ideas and more about its characterization of hitler and the contrived nature of its provocative conclusion . ,23
0,while the film misfires at every level  the biggest downside is the paucity of laughter in what's supposed to be a comedy . ,23
1,this is a very ambitious project for a fairly inexperienced filmmaker  but good actors  good poetry and good music help sustain it . ,23
0,possibly not since grumpy old men have i heard a film so solidly connect with one demographic while striking out with another . ,23
1,campanella's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael's evolution . ,23
1,even when he's not at his most critically insightful  godard can still be smarter than any 50 other filmmakers still at work . ,23
0,the film's darker moments become smoothed over by an overwhelming need to tender inspirational tidings  especially in the last few cloying moments . ,23
0,short and sweet  but also more than anything else slight? tadpole pulls back from the consequences of its own actions and revelations . ,23
1,4 friends 2 couples 2000 miles and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip . ,23
1,the locations go from stark desert to gorgeous beaches . the story plays out slowly  but the characters are intriguing and realistic . ,23
0,a predictable  manipulative stinker . the story passes time until it's time for an absurd finale of twisted metal  fireballs and revenge . ,23
0,the problem with antwone fisher is that it has a screenplay written by antwone fisher based on the book by antwone fisher . ,23
0, . . . the film suffers from a lack of humor ( something needed to balance out the violence ) . . . ,23
1,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness . ,23
0,what's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy . ,23
1,even when foreign directors . . . borrow stuff from hollywood they invariably shake up the formula and make it more interesting . ,23
0,like coming into a long-running  well-written television series where you've missed the first half-dozen episodes and probably won't see the next six . ,23
1,me without you has a bracing truth that's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood . ,23
0,national lampoon's van wilder may aim to be the next animal house  but it more closely resembles this year's version of tomcats . ,23
0,'it's painful to watch witherspoon's talents wasting away inside unnecessary films like legally blonde and sweet home abomination  i mean  alabama . ',23
1,this story of a determined woman's courage to find her husband in a war zone offers winning performances and some effecting moments . ,23
1,this is a movie that refreshes the mind and spirit along with the body  so original is its content  look  and style . ,23
0,this flat run at a hip-hop tootsie is so poorly paced you could fit all of pootie tang in between its punchlines . ,23
0,"to call the other side of heaven "" appalling "" would be to underestimate just how dangerous entertainments like it can be . ",23
0,partway through watching this saccharine  easter-egg-colored concoction  you realize that it is made up of three episodes of a rejected tv show . ,23
1,wiseman is patient and uncompromising  letting his camera observe and record the lives of women torn apart by a legacy of abuse . ,23
1,whether [binoche and magimel] are being charming or angst-ridden they easily fill their scenes and fine judges both never overcook the hysteria . ,23
0,the movie certainly has its share of clever moments and biting dialogue  but there's just not much lurking below its abstract surface . ,23
1,the film benefits greatly from a less manic tone than its predecessor as cho appears to have settled comfortably into her skin . ,23
0,this is not the undisputed worst boxing movie ever  but it's certainly not a champion - the big loser is the audience . ,23
0,apparently kissing leads to suicide attempts and tragic deaths . marisa tomei is good  but just a kiss is just a mess . ,23
0,not completely loveable -- but what underdog movie since the bad news bears has been ? -- but certainly hard to hate . ,23
0,a recipe for cinematic disaster . . . part quentin tarantino  part guy ritchie  and part 1960s spy spoof  it's all bad . ,23
1,a beguiling evocation of the quality that keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions . ,23
0,like a pack of dynamite sticks  built for controversy . the film is explosive  but a few of those sticks are wet . ,23
1,the auteur's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug . ,23
1,the animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst . ,23
1, . . . breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters . ,23
0,lucas has in fact come closer than anyone could desire to the cheap  graceless  hackneyed sci-fi serials of the '30s and '40s . ,23
0,[nelson's] movie about morally compromised figures leaves viewers feeling compromised  unable to find their way out of the fog and the ashes . ,23
0,apparently writer-director attal thought he need only cast himself and his movie-star wife sitting around in their drawers to justify a film . ,23
0,is it really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets ? ,23
0,the action is reasonably well-done . . . yet story  character and comedy bits are too ragged to ever fit smoothly together . ,23
1,a plethora of engaging diatribes on the meaning of 'home  ' delivered in grand passion by the members of the various households . ,23
0,only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm . ,23
0,it's not as awful as some of the recent hollywood trip tripe . . . but it's far from a groundbreaking endeavor . ,23
0,to enjoy this movie's sharp dialogue and delightful performance by jolie and burns  you have to gloss over the no sense ending . ,23
1,as a revenge thriller the movie is serviceable but it doesn't really deliver the delicious guilty pleasure of the better film versions . ,23
1,the saturation bombing of reggio's images and glass' evocative music . . . ultimately leaves viewers with the task of divining meaning . ,23
0,nair stuffs the film with dancing  henna  ornamentation  and group song  but her narrative clich?s and telegraphed episodes smell of old soap opera . ,24
1,george clooney proves he's quite a talented director and sam rockwell shows us he's a world-class actor with confessions of a dangerous mind . ,24
0,the only upside to all of this unpleasantness is  given its labor day weekend upload  feardotcom should log a minimal number of hits . ,24
1,the film runs on equal parts of innocence and wisdom -- wisdom that comes with experience . it has fun being grown up . ,24
1,what could have easily become a cold  calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking . ,24
1,romanek keeps the film constantly taut . . . reflecting the character's instability with a metaphorical visual style and an unnerving heartbeat-like score . ,24
0,a combination of standard  stiff tv-style animation and snazzy-looking digital effects that do little to disguise the fact that the characters barely move . ,24
1,this slight premise . . . works because of the ideal casting of the masterful british actor ian holm as the aged napoleon . ,24
0,if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck  wait till you see maid in manhattan . ,24
0,"it's as if a bored cage spent the duration of the film's shooting schedule waiting to scream : "" got aids yet ? "" ",24
1,you won't like roger but you will quickly recognize him . and that's a big part of why we go to the movies . ,24
0,the name says it all . jackass is a vulgar and cheap-looking version of candid camera staged for the marquis de sade set . ,24
1,despite its flaws . . . belinsky is still able to create an engaging story that keeps you guessing at almost every turn . ,24
1,it will grip even viewers who aren't interested in rap as it cuts to the heart of american society in an unnerving way . ,24
0,despite suffering a sense-of-humour failure  the man who wrote rocky does not deserve to go down with a ship as leaky as this . ,24
1,by turns touching  raucously amusing  uncomfortable  and  yes  even sexy  never again is a welcome and heartwarming addition to the romantic comedy genre . ,24
1,as animation increasingly emphasizes the computer and the cool  this is a film that takes a stand in favor of tradition and warmth . ,24
0,the film has a nearly terminal case of the cutes  and it's neither as funny nor as charming as it thinks it is . ,24
1,though the film's scenario is certainly not earthshaking this depiction of fluctuating female sexuality has two winning lead performances and charm to spare . ,24
0,collateral damage is  despite its alleged provocation post-9/11  an antique  in the end . as are its star  its attitude and its obliviousness . ,24
0,the story the movie tells is of brian de palma's addiction to the junk-calorie suspense tropes that have all but ruined his career . ,24
0,this remake of lina wertmuller's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since john and bo derek made the ridiculous bolero . ,24
1,a moody multi-dimensional love story and sci-fi mystery solaris is a thought-provoking haunting film that allows the seeds of the imagination to germinate . ,24
0,villeneuve spends too much time wallowing in bibi's generic angst ( there are a lot of shots of her gazing out windows ) . ,24
1,'compleja e intelectualmente retadora el ladr?n de orqu?deas es uno de esos filmes que vale la pena ver precisamente por su originalidad . ',24
1,much credit must be given to the water-camera operating team of don king  sonny miller  and michael stewart . their work is fantastic . ,24
1,often hilarious well-shot and importantly entertaining hell house is a fascinating document of an event that has to be seen to be believed . ,24
0,lanie's professional success means she must be a failure at life  because she's driven by ambition and doesn't know how to have fun . ,24
0,drives for the same kind of bittersweet  conciliatory tone that three seasons achieved but loses its way in rhetorical excess and blatant sentimentality . ,24
0,this is a film tailor-made for those who when they were in high school would choose the cliff-notes over reading a full-length classic . ,24
1,a sweet  tender sermon about a 12-year-old welsh boy more curious about god than girls  who learns that believing in something does matter . ,24
0,it's difficult to imagine that a more confused  less interesting and more sloppily made film could possibly come down the road in 2002 . ,24
0,hey everybody  wanna watch a movie in which a guy dressed as a children's party clown gets violently gang-raped ? i didn't think so . ,25
1,bogdanovich puts history in perspective and via kirsten dunst's remarkable performance he showcases davies as a young woman of great charm generosity and diplomacy . ,25
0,i'm not suggesting that you actually see it  unless you're the kind of person who has seen every wim wenders film of the '70s . ,25
1,a family film that contains some hefty thematic material on time  death  eternity  and what is needed to live a rich and full life . ,25
1,audiences conditioned to getting weepy over saucer-eyed downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film's tart sugar-free wit . ,25
1,an involving true story of a chinese actor who takes up drugs and winds up in an institution--acted mostly by the actual people involved . ,25
0,you'll just have your head in your hands wondering why lee's character didn't just go to a bank manager and save everyone the misery . ,25
0,kirshner and monroe seem to be in a contest to see who can out-bad-act the other . ( kirshner wins  but it's close . ) ,25
1, . . . a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life . ,25
0,as elegantly crafted as it often is  anderson's movie is essentially a one-trick pony that  hampered by an undeveloped script  ultimately pulls up lame . ,25
0,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess's home video of their baby's birth . ,25
1,this in-depth study of important developments of the computer industry should make it required viewing in university computer science departments for years to come . ,25
1, . . . takes the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport,25
1,'no es la mejor cinta de la serie ni la mejor con brosnan a la cabeza pero de que entretiene ni duda cabe . ',25
1,it's an ambitious film  and as with all ambitious films  it has some problems . but on the whole  you're gonna like this movie . ,25
1," . . . hits every cliche we've come to expect  including the assumption that "" crazy "" people are innocent  childlike and inherently funny . ",25
0,for close to two hours the audience is forced to endure three terminally depressed  mostly inarticulate  hyper dysfunctional families for the price of one . ,25
0,thekids will probably stay amused at the kaleidoscope of big  colorful characters . mom and dad can catch some quality naptime along the way . ,25
0,the lack of naturalness makes everything seem self-consciously poetic and forced . . . it's a pity that [nelson's] achievement doesn't match his ambition . ,25
0,what's surprising about this traditional thriller  moderately successful but not completely satisfying  is exactly how genteel and unsurprising the execution turns out to be . ,25
1,the best thing the film does is to show us not only what that mind looks like but how the creative process itself operates . ,25
1,it's the brilliant surfing photography bringing you right inside the massive waves that lifts blue crush into one of the summer's most pleasurable movies . ,25
1,slow and ponderous  but rohmer's drama builds to an intense indoor drama about compassion  sacrifice  and christian love in the face of political corruption . ,25
0,de ayala is required to supply too much of the energy in a film that is  overall  far too staid for its subject matter . ,25
1,it's a testament to de niro and director michael caton-jones that by movie's end  we accept the characters and the film  flaws and all . ,25
1,there is a welcome lack of pretension about the film  which very simply sets out to entertain and ends up delivering in good measure . ,25
1,a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them . ,25
0,shanghai ghetto should be applauded for finding a new angle on a tireless story  but you might want to think twice before booking passage . ,25
1,even if you have no interest in the gang-infested  east-vs . -west coast rap wars  this modern mob music drama never fails to fascinate . ,25
1,there's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles . ,25
1,an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy . ,25
1,the picture runs a mere 84 minutes  but it's no glance . it's a head-turner -- thoughtfully written  beautifully read and  finally  deeply humanizing . ,25
1,a soul-stirring documentary about the israeli/palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds . ,25
0,they kept much of the plot but jettisoned the stuff that would make this a moving experience for people who haven't read the book . ,25
1,thrilling provocative and darkly funny this timely sci-fi mystery works on so many different levels that it not only invites it demands repeated viewings . ,25
0,it's lost the politics and the social observation and become just another situation romance about a couple of saps stuck in an inarticulate screenplay . ,25
0,`martin lawrence live' is so self-pitying  i almost expected there to be a collection taken for the comedian at the end of the show . ,25
0,an admitted egomaniac  evans is no hollywood villain  and yet this grating showcase almost makes you wish he'd gone the way of don simpson . ,25
0,jason x is positively anti-darwinian : nine sequels and 400 years later  the teens are none the wiser and jason still kills on auto-pilot . ,25
1,best enjoyed as a work of fiction inspired by real-life events . those seeking a definitive account of eisenstein's life would do better elsewhere . ,25
1,who is the audience for cletis tout ? anybody who enjoys quirky  fun  popcorn movies with a touch of silliness and a little bloodshed . ,25
0,feels like one of those contrived  only-in -hollywood productions where name actors deliver big performances created for the sole purpose of generating oscar talk . ,25
0,the sheer dumbness of the plot ( other than its one good idea ) and the movie's inescapable air of sleaziness get you down . ,25
0,instead of using george and lucy's most obvious differences to ignite sparks  lawrence desperately looks elsewhere  seizing on george's haplessness and lucy's personality tics . ,25
1,films about loss grief and recovery are pretty valuable these days . seen in that light moonlight mile should strike a nerve in many . ,25
1,it is a happy  heady jumble of thought and storytelling  an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film . ,25
0,it wouldn't matter so much that this arrogant richard pryor wannabe's routine is offensive  puerile and unimaginatively foul-mouthed if it was at least funny . ,25
0,the acting is just fine  but there's not enough substance here to sustain interest for the full 90 minutes  especially with the weak payoff . ,25
0,empire can't make up its mind whether it wants to be a gangster flick or an art film . it doesn't work as either . ,25
1,these three films form a remarkably cohesive whole  both visually and thematically  through their consistently sensitive and often exciting treatment of an ignored people . ,25
0,there is no psychology here  and no real narrative logic -- just a series of carefully choreographed atrocities  which become strangely impersonal and abstract . ,25
1,like smoke signals  the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama,26
0,writer-director randall wallace has bitten off more than he or anyone else could chew  and his movie veers like a drunken driver through heavy traffic . ,26
0,its message has merit and  in the hands of a brutally honest individual like prophet jack  might have made a point or two regarding life . ,26
1,a touching sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes . ,26
0,flotsam in the sea of moviemaking  not big enough for us to worry about it causing significant harm and not smelly enough to bother despising . ,26
1,reinforces the often forgotten fact of the world's remarkably varying human population and mindset and its capacity to heal using creative natural and ancient antidotes . ,26
0,cassavetes thinks he's making dog day afternoon with a cause  but all he's done is to reduce everything he touches to a shrill  didactic cartoon . ,26
1,when your leading ladies are a couple of screen-eating dominatrixes like goldie hawn and susan sarandon at their raunchy best even hokum goes down easily . ,26
1,stanley kwan has directed not only one of the best gay love stories ever made  but one of the best love stories of any stripe . ,26
0,the lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary . ,26
1,one hour photo is an intriguing snapshot of one man and his delusions it's just too bad it doesn't have more flashes of insight . ,26
1,while undisputed isn't exactly a high it is a gripping tidy little movie that takes mr . hill higher than he's been in a while . ,26
1,neil burger here succeeded in . . . making the mystery of four decades back the springboard for a more immediate mystery in the present . ,26
0,dong never pushes for insights beyond the superficial tensions of the dynamic he's dissecting  and the film settles too easily along the contours of expectation . ,26
1,as banal as the telling may be -- and at times  all my loved ones more than flirts with kitsch -- the tale commands attention . ,26
0,while it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion  lan yu never catches dramatic fire . ,26
1,it's a coming-of-age story we've all seen bits of in other films -- but it's rarely been told with such affecting grace and cultural specificity . ,26
